load_area,feature,importance,importance_norm
OE,peak_hour_lag_5d,0.032071083784103394,0.03207108450094799
OE,peak_hour_lag_6d,0.03385857865214348,0.0338585794089417
OE,peak_hour_lag_7d,0.17170949280261993,0.17170949664062626
OE,peak_hour_lag_8d,0.0407981313765049,0.04079813228841422
OE,peak_hour_lag_9d,0.029349973425269127,0.02934997408129217
OE,peak_hour_bf_lag_1yr,0.043692801147699356,0.043692802124309586
OE,peak_hour_bf_lag_2yr,0.042932555079460144,0.04293255603907755
OE,peak_hour_bf_lag_3yr,0.028138650581240654,0.02813865121018852
OE,peak_hour_bf_lag_4yr,0.0418662503361702,0.041866251271953835
OVEC,day_of_week,0.07072717696428299,0.07072717854515863
OVEC,month,0.07843571901321411,0.07843572076638909
OVEC,day_of_month,0.050916146486997604,0.05091614762506219
OVEC,is_blackfriday,0.0,0.0
OVEC,is_thanksgiving,0.0,0.0
OVEC,days_from_bf,0.07817406952381134,0.078174071271138
OVEC,peak_hour_lag_2d,0.0646631196141243,0.06466312105945768
OVEC,peak_hour_lag_3d,0.07120916247367859,0.07120916406532744
OVEC,peak_hour_lag_4d,0.05472200736403465,0.05472200858716686
OVEC,peak_hour_lag_5d,0.06725933402776718,0.06725933553113048
OVEC,peak_hour_lag_6d,0.056264542043209076,0.05626454330081962
OVEC,peak_hour_lag_7d,0.05561037361621857,0.05561037485920731
OVEC,peak_hour_lag_8d,0.06515007466077805,0.06515007611699572
OVEC,peak_hour_lag_9d,0.05869129300117493,0.05869129431302758
OVEC,peak_hour_bf_lag_1yr,0.055238597095012665,0.05523859832969155
OVEC,peak_hour_bf_lag_2yr,0.05798746645450592,0.057987467750626825
OVEC,peak_hour_bf_lag_3yr,0.052148327231407166,0.05214832839701314
OVEC,peak_hour_bf_lag_4yr,0.06280256807804108,0.06280256948178789
PAPWR,day_of_week,0.09522490203380585,0.09522490558121002
PAPWR,month,0.14628858864307404,0.14628859409274883
